Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s110,,"week1-19/s110/ThrowTheBall.hpp:36:5: and week1-19/s110/ThrowTheBall.hpp:46:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s110/ThrowTheBall.hpp:35:5: and week1-19/s110/ThrowTheBall.hpp:45:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s110/ThrowTheBall.hpp:32:5: and week1-19/s110/ThrowTheBall.hpp:42:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s110/ThrowTheBall.hpp:31:5: and week1-19/s110/ThrowTheBall.hpp:41:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s110/ThrowTheBall.hpp:51:3: Rule9 Violated: Code that is never executed.
week1-19/s110/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s110/ThrowTheBall.hpp:16:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s110/Inchworm.hpp:9:92: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s110/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s110/StreetParking.hpp:35:30: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s110/StreetParking.hpp:39:30: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s110/StreetParking.hpp:43:30: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s110/StreetParking.hpp:47:30: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s110/StreetParking.hpp:51:8: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s110/StreetParking.hpp:36:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:40:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:40:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:44:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:44:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:48:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s110/StreetParking.hpp:19:64: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s110/StreetParking.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s110/StreetParking.hpp:14:3: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s038,,"week1-19/s038/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s038/ThrowTheBall.hpp:14:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s038/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s038/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s038/StreetParking.hpp:12:5: Rule11 Violated: Variable declared in loop.
","week1-19/s038/EggCartons.hpp:38:10: Rule5 Violated: Checking an expression that has a known True/False value.
week1-19/s038/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s038/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s038/DownloadingFiles.hpp:14:4: Rule11 Violated: Variable declared in loop.
week1-19/s038/DownloadingFiles.hpp:18:6: Rule11 Violated: Variable declared in loop.
",,,,,
s031,,,,,,"week1-19/s031/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,"week1-19/s031/InchWorm.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,
.DS_Store,,,,,,,,,,,,,
s009,,"week1-19/s009/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s009/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s009/Inchworm.hpp:7:3: Rule11 Violated: Variable declared in loop.
","week1-19/s009/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s009/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s009/EggCartons.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s009/EggCartons.hpp:15:4: Rule11 Violated: Variable declared in loop.
","week1-19/s009/PartySeats.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,
s036,,"week1-19/s036/ThrowTheBall.hpp:46:12: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s036/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s036/ThrowTheBall.hpp:14:5: Rule11 Violated: Variable declared in loop.
","week1-19/s036/AzimuthMonitoring.hpp:25:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s036/AzimuthMonitoring.hpp:38:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s036/AzimuthMonitoring.hpp:69:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s036/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
","week1-19/s036/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s036/Inchworm.hpp:11:9: Rule11 Violated: Variable declared in loop.
","week1-19/s036/StreetParking.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s036/StreetParking.hpp:41:9: Rule11 Violated: Variable declared in loop.
week1-19/s036/StreetParking.hpp:61:9: Rule11 Violated: Variable declared in loop.
","week1-19/s036/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s096,,"week1-19/s096/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s096/ThrowTheBall.hpp:11:9: Rule11 Violated: Variable declared in loop.
","week1-19/s096/AzimuthMonitoring.hpp:7:9: Rule9 Violated: Code that is never executed.
week1-19/s096/AzimuthMonitoring.hpp:81:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s096/StreetParking.hpp:11:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s096/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s096/StreetParking.hpp:10:9: Rule11 Violated: Variable declared in loop.
","week1-19/s096/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s096/EggCartons.hpp:10:9: Rule11 Violated: Variable declared in loop.
week1-19/s096/EggCartons.hpp:11:13: Rule11 Violated: Variable declared in loop.
",,,,"week1-19/s096/inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s096/inchworm.hpp:9:3: Rule11 Violated: Variable declared in loop.
",,,
s062,,"week1-19/s062/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s062/ThrowTheBall.hpp:14:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s062/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s062/StreetParking.hpp:18:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s062/StreetParking.hpp:27:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s062/StreetParking.hpp:46:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s062/StreetParking.hpp:48:8: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s062/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s062/StreetParking.hpp:14:4: Rule11 Violated: Variable declared in loop.
","week1-19/s062/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s062/PartySeats.hpp:31:6: and week1-19/s062/PartySeats.hpp:37:6 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s062/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,,
s065,,"week1-19/s065/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s065/ThrowTheBall.hpp:9:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s065/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s065/Inchworm.hpp:9:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s065/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s065/PartySeats.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s065/PartySeats.hpp:16:3: Rule11 Violated: Variable declared in loop.
week1-19/s065/PartySeats.hpp:26:3: Rule11 Violated: Variable declared in loop.
week1-19/s065/PartySeats.hpp:49:3: Rule11 Violated: Variable declared in loop.
week1-19/s065/PartySeats.hpp:76:3: Rule11 Violated: Variable declared in loop.
week1-19/s065/PartySeats.hpp:90:3: Rule11 Violated: Variable declared in loop.
","week1-19/s065/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s065/DownloadingFiles.hpp:13:3: Rule11 Violated: Variable declared in loop.
",,,,,
s091,,"week1-19/s091/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s091/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s091/AzimuthMonitoring.hpp:12:4: Rule11 Violated: Variable declared in loop.
","week1-19/s091/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s091/Inchworm.hpp:8:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s091/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s091/DownloadingFiles.hpp:86:8: and week1-19/s091/DownloadingFiles.hpp:92:8 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s091/DownloadingFiles.hpp:85:8: and week1-19/s091/DownloadingFiles.hpp:91:8 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s091/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s091/DownloadingFiles.hpp:36:4: Rule11 Violated: Variable declared in loop.
week1-19/s091/DownloadingFiles.hpp:53:4: Rule11 Violated: Variable declared in loop.
week1-19/s091/DownloadingFiles.hpp:66:4: Rule11 Violated: Variable declared in loop.
week1-19/s091/DownloadingFiles.hpp:73:4: Rule11 Violated: Variable declared in loop.
week1-19/s091/DownloadingFiles.hpp:107:4: Rule11 Violated: Variable declared in loop.
week1-19/s091/DownloadingFiles.hpp:113:4: Rule11 Violated: Variable declared in loop.
",,,,,
s053,,,"week1-19/s053/AzimuthMonitoring.hpp:13:7: Rule9 Violated: Code that is never executed.
week1-19/s053/AzimuthMonitoring.hpp:17:4: Rule11 Violated: Variable declared in loop.
week1-19/s053/AzimuthMonitoring.hpp:39:6: Rule11 Violated: Variable declared in loop.
week1-19/s053/AzimuthMonitoring.hpp:53:6: Rule11 Violated: Variable declared in loop.
","week1-19/s053/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s053/Inchworm.hpp:14:4: Rule11 Violated: Variable declared in loop.
week1-19/s053/Inchworm.hpp:15:5: Rule11 Violated: Variable declared in loop.
week1-19/s053/Inchworm.hpp:14:4: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s053/StreetParking.hpp:20:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s053/StreetParking.hpp:14:7: Rule9 Violated: Code that is never executed.
week1-19/s053/StreetParking.hpp:19:3: Rule11 Violated: Variable declared in loop.
","week1-19/s053/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s053/EggCartons.hpp:20:4: Rule11 Violated: Variable declared in loop.
week1-19/s053/EggCartons.hpp:21:5: Rule11 Violated: Variable declared in loop.
week1-19/s053/EggCartons.hpp:37:4: Rule11 Violated: Variable declared in loop.
week1-19/s053/EggCartons.hpp:38:5: Rule11 Violated: Variable declared in loop.
",,,,,,,
s098,,"week1-19/s098/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s098/ThrowTheBall.hpp:15:3: Rule11 Violated: Variable declared in loop.
week1-19/s098/ThrowTheBall.hpp:21:3: Rule11 Violated: Variable declared in loop.
","week1-19/s098/AzimuthMonitoring.hpp:43:7: Rule9 Violated: Code that is never executed.
week1-19/s098/AzimuthMonitoring.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s098/AzimuthMonitoring.hpp:53:3: Rule11 Violated: Variable declared in loop.
week1-19/s098/AzimuthMonitoring.hpp:18:3: Rule11 Violated: Variable declared in loop.
","week1-19/s098/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s098/Inchworm.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s098/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s098/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s054,,"week1-19/s054/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s054/AzimuthMonitoring.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s054/AzimuthMonitoring.hpp:60:5: Rule11 Violated: Variable declared in loop.
","week1-19/s054/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s054/Inchworm.hpp:18:5: Rule11 Violated: Variable declared in loop.
","week1-19/s054/StreetParking.hpp:17:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:21:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:21:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:25:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:25:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:29:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:29:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:33:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s054/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s054/StreetParking.hpp:14:6: Rule11 Violated: Variable declared in loop.
","week1-19/s054/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s054/EggCartons.hpp:43:7: Rule11 Violated: Variable declared in loop.
",,,,,,,
s008,"week1-19/s008/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s008/CircularLine.hpp:14:9: Rule11 Violated: Variable declared in loop.
week1-19/s008/CircularLine.hpp:16:13: Rule11 Violated: Variable declared in loop.
week1-19/s008/CircularLine.hpp:27:17: Rule11 Violated: Variable declared in loop.
week1-19/s008/CircularLine.hpp:34:17: Rule11 Violated: Variable declared in loop.
week1-19/s008/CircularLine.hpp:37:17: Rule11 Violated: Variable declared in loop.
",,"week1-19/s008/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
",,,"week1-19/s008/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s008/EggCartons.hpp:22:9: Rule11 Violated: Variable declared in loop.
","week1-19/s008/PartySeats.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s008/PartySeats.hpp:109:9: Rule11 Violated: Variable declared in loop.
","week1-19/s008/DownloadingFiles.hpp:9:7: Rule9 Violated: Code that is never executed.
",,,,,
s037,"week1-19/s037/CircularLine.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s037/CircularLine.hpp:16:5: Rule11 Violated: Variable declared in loop.
week1-19/s037/CircularLine.hpp:22:5: Rule11 Violated: Variable declared in loop.
week1-19/s037/CircularLine.hpp:24:7: Rule11 Violated: Variable declared in loop.
","week1-19/s037/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s037/ThrowTheBall.hpp:13:6: Rule11 Violated: Variable declared in loop.
","week1-19/s037/AzimuthMonitoring.hpp:42:21: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s037/AzimuthMonitoring.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s037/AzimuthMonitoring.hpp:17:10: Rule11 Violated: Variable declared in loop.
","week1-19/s037/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s037/StreetParking.hpp:26:76: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s037/StreetParking.hpp:29:51: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s037/StreetParking.hpp:34:51: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s037/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s037/StreetParking.hpp:16:9: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s030,,"week1-19/s030/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s030/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s030/StreetParking.hpp:32:20: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/StreetParking.hpp:35:20: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/StreetParking.hpp:45:20: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/StreetParking.hpp:48:20: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s030/StreetParking.hpp:20:12: Rule11 Violated: Variable declared in loop.
","week1-19/s030/EggCartons.hpp:18:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/EggCartons.hpp:22:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s030/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s030/EggCartons.hpp:33:13: Rule11 Violated: Variable declared in loop.
week1-19/s030/EggCartons.hpp:34:15: Rule11 Violated: Variable declared in loop.
",,,,,,,
s039,"week1-19/s039/CircularLine.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s039/CircularLine.hpp:10:3: Rule11 Violated: Variable declared in loop.
week1-19/s039/CircularLine.hpp:16:3: Rule11 Violated: Variable declared in loop.
","week1-19/s039/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s039/AzimuthMonitoring.hpp:65:7: Rule9 Violated: Code that is never executed.
week1-19/s039/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s039/AzimuthMonitoring.hpp:70:3: Rule11 Violated: Variable declared in loop.
","week1-19/s039/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s039/StreetParking.hpp:18:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s039/StreetParking.hpp:24:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s039/StreetParking.hpp:31:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s039/StreetParking.hpp:38:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s039/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s039/StreetParking.hpp:8:3: Rule11 Violated: Variable declared in loop.
","week1-19/s039/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s039/PartySeats.hpp:68:7: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s039/PartySeats.hpp:68:28: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s039/PartySeats.hpp:111:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s039/PartySeats.hpp:87:20: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s039/PartySeats.hpp:147:12: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s039/PartySeats.hpp:176:12: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s039/PartySeats.hpp:15:7: Rule9 Violated: Code that is never executed.
week1-19/s039/PartySeats.hpp:20:3: Rule11 Violated: Variable declared in loop.
week1-19/s039/PartySeats.hpp:101:3: Rule11 Violated: Variable declared in loop.
week1-19/s039/PartySeats.hpp:110:3: Rule11 Violated: Variable declared in loop.
","week1-19/s039/DownloadingFiles.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s039/DownloadingFiles.hpp:7:3: Rule11 Violated: Variable declared in loop.
week1-19/s039/DownloadingFiles.hpp:20:3: Rule11 Violated: Variable declared in loop.
week1-19/s039/DownloadingFiles.hpp:36:3: Rule11 Violated: Variable declared in loop.
",,,,,
s006,,"week1-19/s006/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s006/ThrowTheBall.hpp:17:2: Rule11 Violated: Variable declared in loop.
","week1-19/s006/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s006/AzimuthMonitoring.hpp:19:3: Rule11 Violated: Variable declared in loop.
","week1-19/s006/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s006/Inchworm.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s006/StreetParking.hpp:61:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s006/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s006/StreetParking.hpp:23:3: Rule11 Violated: Variable declared in loop.
","week1-19/s006/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s006/PartySeats.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s006/PartySeats.hpp:38:3: Rule11 Violated: Variable declared in loop.
week1-19/s006/PartySeats.hpp:82:4: Rule11 Violated: Variable declared in loop.
",,,,,,
s001,,"week1-19/s001/ThrowTheBall.hpp:26:9: and week1-19/s001/ThrowTheBall.hpp:33:9 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s001/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s001/ThrowTheBall.hpp:11:5: Rule11 Violated: Variable declared in loop.
","week1-19/s001/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s001/AzimuthMonitoring.hpp:17:5: Rule11 Violated: Variable declared in loop.
","week1-19/s001/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s001/Inchworm.hpp:12:4: Rule11 Violated: Variable declared in loop.
","week1-19/s001/StreetParking.hpp:14:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s001/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s001/StreetParking.hpp:13:5: Rule11 Violated: Variable declared in loop.
","week1-19/s001/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s001/EggCartons.hpp:24:10: Rule11 Violated: Variable declared in loop.
",,,,,,,
s055,,"week1-19/s055/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s055/ThrowTheBall.hpp:9:3: Rule11 Violated: Variable declared in loop.
","week1-19/s055/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s055/AzimuthMonitoring.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s055/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s055/Inchworm.hpp:8:3: Rule11 Violated: Variable declared in loop.
","week1-19/s055/StreetParking.hpp:11:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s055/StreetParking.hpp:12:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s055/StreetParking.hpp:13:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s055/StreetParking.hpp:14:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s055/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s055/StreetParking.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s055/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,"week1-19/s055/DownloadingFile.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s055/DownloadingFile.hpp:11:3: Rule11 Violated: Variable declared in loop.
",,
s052,"week1-19/s052/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s052/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s052/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s052/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s052/EggCartons.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s099,"week1-19/s099/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s099/CircularLine.hpp:18:5: Rule11 Violated: Variable declared in loop.
week1-19/s099/CircularLine.hpp:19:7: Rule11 Violated: Variable declared in loop.
week1-19/s099/CircularLine.hpp:18:5: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s099/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s099/ThrowTheBall.hpp:12:5: Rule11 Violated: Variable declared in loop.
","week1-19/s099/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s099/AzimuthMonitoring.hpp:17:5: Rule11 Violated: Variable declared in loop.
","week1-19/s099/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s099/StreetParking.hpp:23:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s099/StreetParking.hpp:28:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s099/StreetParking.hpp:33:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s099/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s099/StreetParking.hpp:15:5: Rule11 Violated: Variable declared in loop.
week1-19/s099/StreetParking.hpp:19:5: Rule11 Violated: Variable declared in loop.
week1-19/s099/StreetParking.hpp:40:5: Rule11 Violated: Variable declared in loop.
",,,,,,,,
